Term	ID	Genes	Adj.pvalue	Enrichment
cell communication	GO:0007154	A2M ACKR3 ADAMTS12 ADM2 AGPAT1 AKAP12 ANKRD1 ARHGDIB AUTS2 B2M BICC1 BMP8B BRIP1 BST2 C1QTNF1 CACNA1A CAMK1D CBLB CCKAR CD24 CD36 CD4 CD9 CDA CDH3 CDH6 CELSR1 CHI3L1 CHRM2 CLIC3 CLSTN2 CLU CMKLR1 COL4A1 COL4A2 COLEC12 CPE CRABP2 CRLF1 CSNK2B CSPG4 CTSC CXCL12 DAPK1 DCN DDIT4 DHRS3 DIRAS1 DMD DNER DOCK10 DPP4 DSG2 DSP EDNRA ENPP2 EPHA4 EPHA5 EYA2 F2R FAM20C FBLN1 FGF1 FGF7 FGFRL1 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GBP2 GDNF GJA1 GPC6 GREM2 HES1 HEYL HGF HIC1 HLA-A HLA-B HLA-C HMOX1 HOMER2 HSPA1A HSPB1 IER3 IFI6 IFITM1 IGF2 IGFBP3 IL16 ILK INHBA ITGA1 ITGA11 ITGA5 ITGA6 ITGA7 ITGB3 ITGB8 ITPR3 JAG1 JPH2 JUP KCNK2 KCNMB1 KRT18 KRT19 LAMA2 LASP1 LGALS3BP LGMN LOXL3 LPAR1 LRRC15 LSP1 LTBP2 MCTP2 MICB MMP2 MX2 MYOCD NBL1 NDNF NEDD9 NFATC1 NLRC5 NOTCH1 NOTCH3 NPTX2 NR2F2 NRP2 OAS2 OAS3 OXTR PALM PCDH1 PCDH10 PCDHGB7 PDE10A PDGFC PDGFRB PEAR1 PEG10 PENK PHLDA2 PID1 PLCD1 PLEKHG2 PLXNA2 PLXND1 PODNL1 POSTN PPP1R13L PRKG1 PSME2 PTGIS PTN RAC2 RARB RASGRP1 RASSF3 RBP4 RBPJ RELN RGS4 RGS5 RPS6KA2 SCN9A SCUBE3 SDC1 SDC2 SEMA3B SEMA3C SEPT5 SERPINB2 SERPINE2 SESN3 SHANK2 SIK1 SLC25A4 SLC9A3R1 SMOC1 SORCS2 SOX11 SOX4 SPHK1 SPP1 SPRY4 SSTR1 STAT1 STK32B STK38L SULF1 SULF2 SYT7 TBX2 TBX3 TCF7 TCF7L1 TENM2 TENM3 TGFB2 THBD TNFAIP6 TRH TRIB3 TSPAN18 TSPAN2 UACA UNC5B VCAM1 VEGFA VLDLR WISP1 WISP2 WNK4 WNT16 ZNF423	1.57311922329541e-08	0.0350015837820716
nervous system development	GO:0007399	ACAN ALDH1A3 AMIGO2 ANKRD1 ARNT2 ATF5 AUTS2 B2M BEX1 CAMK1D CCKAR CD9 CELSR1 CHRM2 CLSTN2 CLU COL4A1 CRABP2 CSPG4 CXCL12 DDIT4 DHFR DNER DOCK10 DPYSL3 EDNRA EFHD1 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 FZD4 FZD7 GAS6 GDNF GJA1 HAPLN1 HAPLN3 HES1 HEYL HGF ID4 ILK INHBA ITGA1 JAG1 LAMA2 LOXL3 LPAR1 LRRN1 LRRN3 MAB21L2 MALL NBL1 NDNF NEFM NES NFIB NHSL1 NOTCH1 NOTCH3 NPAS1 NR2F2 NRP2 NRXN3 OXTR PALM PBX1 PCDH1 PCDH10 PCDHGB7 PDGFC PENK PITX1 PLXNA2 PLXND1 POSTN PRKG1 PTN RARB RBPJ RELN SDC2 SEMA3B SEMA3C SERPINE2 SHANK2 SLC5A3 SLC9A3R1 SOX11 SOX4 SPHK1 SPP1 SSTR1 SULF1 SULF2 TBX3 TCF7 TENM2 TENM3 TGFB2 TPBG TRPC4 TRPC6 TRPV2 TSPAN2 UNC5B VASP VCL VEGFA VLDLR WNT16 ZNF423	1.66357095582998e-08	0.051888939462904
regulation of cell proliferation	GO:0042127	ARNT2 ATF5 BRIP1 CD24 CD4 CD9 CDH3 CNN1 COL18A1 CRLF1 CSNK2B CXCL12 DDX39B DPP4 F2R FBLN1 FGF1 FGF7 FGFRL1 FLT1 FZD7 GAS6 GDNF GJA1 HES1 HGF HMOX1 HSPA1A ID4 IFITM1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGB3 JAG1 JUP KCNK2 LRRC32 MAB21L2 MEIS2 MMP2 MYOCD NES NFIB NOTCH1 NOTCH3 NR2F2 NRP2 P3H2 PBX1 PDGFC PDGFRB PHLDA2 PID1 PLCD1 PTN RAC2 RARB RBP4 RBPJ RPS6KA2 SERPINE2 SLC9A3R1 SOX11 SOX4 SPHK1 SSTR1 STAT1 SULF1 SULF2 TBX2 TBX3 TCF7 TGFB2 TP53I11 VCAM1 VEGFA WFDC1	3.65594032425647e-08	0.0520494469746259
response to organic substance	GO:0010033	ACKR3 ADAMTS12 AGPAT1 ALPL ANKRD1 ARNT2 B2M BMP8B BRIP1 BST2 CACNA1A CCKAR CD24 CD36 CD4 CD9 CHI3L1 CHRM2 CLEC3B CLU CMKLR1 COL4A1 COL4A2 COLEC12 CRLF1 CSNK2B CTSC CXCL12 DAPK1 DCN DDIT4 DHFR DPYSL3 DSG2 EPHA4 EPHA5 F2R FAM20C FGF1 FGF7 FGFRL1 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GBP2 GCNT1 GJA1 GREM2 HES1 HEYL HGF HLA-A HLA-B HLA-C HOMER2 HSPA1A HSPA2 HSPB1 IFI6 IFITM1 IGF2 ILK INHBA ITGA5 ITGA6 ITGB3 JAG1 JUP KCNMA1 KCNMB1 KRT18 LPAR1 LRRC15 LTBP2 LUM MEIS2 MICB MME MMP2 MX2 MXRA5 MYOCD NBL1 NLRC5 NOTCH1 NR2F2 NRP2 OAS2 OAS3 OXTR PDGFC PDGFRB PEG10 PENK PID1 PODNL1 POSTN PSME2 PTGIS PTN RARB RBP4 RBPJ SDC1 SERPINB2 SESN3 SIK1 SMYD3 SOX11 SOX4 SPHK1 SPP1 SSTR1 STAT1 SULF1 SULF2 TCF7 TFPI TGFB2 THBD TRH TRIB3 VCAM1 VEGFA WFDC1 ZNF423	4.19240742715071e-08	0.0430574098798398
heart development	GO:0007507	ADAM19 ANKRD1 BICC1 COL11A1 CPE DDX39B DHRS3 DSG2 DSP EDNRA FGFRL1 FHOD3 FLRT2 FZD7 GJA1 HEG1 HES1 HEYL ILK JAG1 JPH2 KCNK2 MYOCD NOTCH1 NRP2 OXTR PDGFRB PDLIM3 PLXND1 PPP1R13L PTN RARB RBP4 RBPJ SEMA3C SIK1 SOX11 SOX4 TBX2 TBX3 TGFB2 VEGFA WNT16	4.33566315557547e-08	0.0868686868686869
heart morphogenesis	GO:0003007	ANKRD1 COL11A1 CPE DHRS3 DSP FGFRL1 FLRT2 HEG1 HES1 HEYL ILK JAG1 NOTCH1 NRP2 PLXND1 PPP1R13L RARB RBP4 RBPJ SEMA3C SOX11 SOX4 TBX2 TBX3 TGFB2 VEGFA WNT16	5.71682141536641e-08	0.118942731277533
angiogenesis	GO:0001525	ACKR3 ADM2 CHI3L1 COL18A1 COL4A1 COL4A2 COL8A2 CSPG4 DCN EDNRA ENPP2 FGF1 FLT1 HGF HMOX1 HSPB1 ITGA5 ITGB3 JAG1 MCAM MMP2 NDNF NOTCH1 NOTCH3 NRP2 PDGFRB PLCD1 PLXND1 PTGIS PTN RBPJ SPHK1 STAT1 SULF1 TGFB2 UNC5B VEGFA	6.68282924106242e-08	0.0874704491725768
signal transduction	GO:0007165	A2M ACKR3 ADAMTS12 ADM2 AGPAT1 AKAP12 ANKRD1 ARHGDIB AUTS2 B2M BICC1 BMP8B BRIP1 BST2 C1QTNF1 CAMK1D CBLB CCKAR CD24 CD36 CD4 CD9 CDA CDH3 CDH6 CELSR1 CHI3L1 CHRM2 CLIC3 CLU CMKLR1 COL4A1 COL4A2 COLEC12 CPE CRABP2 CRLF1 CSNK2B CSPG4 CTSC CXCL12 DAPK1 DCN DDIT4 DHRS3 DIRAS1 DMD DNER DOCK10 EDNRA ENPP2 EPHA4 EPHA5 EYA2 F2R FAM20C FBLN1 FGF1 FGF7 FGFRL1 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GBP2 GDNF GJA1 GPC6 GREM2 HES1 HEYL HGF HIC1 HLA-A HLA-B HLA-C HMOX1 HOMER2 HSPA1A HSPB1 IER3 IFI6 IFITM1 IGF2 IGFBP3 IL16 ILK INHBA ITGA1 ITGA11 ITGA5 ITGA6 ITGA7 ITGB3 ITGB8 ITPR3 JAG1 JPH2 JUP KCNK2 KRT18 KRT19 LASP1 LGALS3BP LGMN LOXL3 LPAR1 LRRC15 LSP1 LTBP2 MCTP2 MICB MMP2 MX2 MYOCD NBL1 NDNF NEDD9 NFATC1 NLRC5 NOTCH1 NOTCH3 NR2F2 NRP2 OAS2 OAS3 OXTR PALM PDE10A PDGFC PDGFRB PEAR1 PEG10 PENK PHLDA2 PID1 PLCD1 PLEKHG2 PLXNA2 PLXND1 PODNL1 POSTN PPP1R13L PRKG1 PSME2 PTGIS PTN RAC2 RARB RASGRP1 RASSF3 RBPJ RELN RGS4 RGS5 RPS6KA2 SCUBE3 SDC1 SDC2 SEMA3C SERPINB2 SERPINE2 SESN3 SIK1 SLC9A3R1 SMOC1 SORCS2 SOX11 SOX4 SPHK1 SPP1 SPRY4 SSTR1 STAT1 STK32B STK38L SULF1 SULF2 TBX2 TCF7 TCF7L1 TENM2 TENM3 TGFB2 THBD TNFAIP6 TRH TRIB3 TSPAN18 TSPAN2 UACA UNC5B VCAM1 VEGFA VLDLR WISP1 WISP2 WNK4 WNT16 ZNF423	9.72535694894758e-08	0.0347796143250689
cellular response to organic substance	GO:0071310	ACKR3 ADAMTS12 AGPAT1 ALPL ANKRD1 B2M BMP8B BRIP1 BST2 CACNA1A CCKAR CD24 CD36 CD4 CHI3L1 CLEC3B CLU CMKLR1 COL4A1 COL4A2 COLEC12 CRLF1 CSNK2B CXCL12 DAPK1 DCN DDIT4 DPYSL3 EPHA4 EPHA5 FAM20C FGF1 FGF7 FGFRL1 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GBP2 GJA1 GREM2 HES1 HEYL HGF HLA-A HLA-B HLA-C HSPA1A HSPB1 IFI6 IFITM1 IGF2 ILK INHBA ITGA5 ITGA6 ITGB3 JUP KCNMB1 KRT18 LPAR1 LRRC15 LTBP2 MME MMP2 MX2 MYOCD NBL1 NLRC5 NOTCH1 NR2F2 NRP2 OAS2 OAS3 OXTR PDGFC PDGFRB PEG10 PENK PID1 PODNL1 POSTN PSME2 PTGIS PTN RARB RBPJ SERPINB2 SESN3 SIK1 SMYD3 SOX11 SOX4 SPHK1 SPP1 SSTR1 STAT1 SULF1 SULF2 TCF7 TFPI TGFB2 TRH TRIB3 VCAM1 VEGFA ZNF423	1.5498789185716e-07	0.0453222453222453
outflow tract morphogenesis	GO:0003151	DHRS3 HES1 HEYL ILK JAG1 NRP2 PLXND1 RARB RBPJ SEMA3C SOX11 TBX2 TBX3 TGFB2 VEGFA	1.5498789185716e-07	0.208333333333333
kidney development	GO:0001822	ACTA2 CD24 CRLF1 DCN EPHA4 FGF1 GCNT1 GCNT4 GDNF HES1 HEYL ILK JAG1 KIF26B MME NOTCH1 NOTCH3 PBX1 PDGFRB RARB SDC1 SOX11 SOX4 STAT1 SULF1 SULF2 TGFB2 VEGFA WNK4	2.46453001079281e-07	0.110266159695817
morphogenesis of an epithelium	GO:0002009	ADAMTS12 AJAP1 ALDH1A3 CELSR1 COL4A1 CSNK2B EDNRA EPHA4 FGF1 FGF7 FOXE1 FZD4 FZD7 GDNF GPC6 HES1 HGF ID4 ILK ITGA5 JAG1 KIF26B NOTCH1 PBX1 PLXND1 PSME2 RBPJ SEMA3C SLC9A3R1 SOX11 SOX4 STAT1 SULF1 TBX2 TBX3 TGFB2 VASP VCL VEGFA WNK4 WNT16	2.4669050336262e-07	0.0791505791505791
striated muscle tissue development	GO:0014706	ANKRD1 CFL2 COL11A1 DCN DDX39B DNER DSG2 DSP EYA2 FHOD3 FZD7 GJA1 HEG1 HEYL JPH2 KCNK2 MYOCD NOTCH1 NR2F2 PDGFRB PITX1 PPP1R13L RARB RBP4 RBPJ SEMA3C SIK1 SOX11 TBX2 TBX3 TGFB2 VEGFA	4.18161717759304e-07	0.093841642228739
cell development	GO:0048468	ACTA2 ADAMTSL4 ANKRD1 ATF5 AUTS2 B2M BMP8B BRIP1 CAMK1D CCKAR CD9 CFL2 CLU COL11A1 COL18A1 CRABP2 CXCL12 DDX39B DHFR DMD DNER DOCK10 DPYSL3 EDNRA EFHD1 EPB41L3 EPHA4 EPHA5 ETV1 FAM20C FBLN1 FHOD3 FLRT2 FZD4 FZD7 GBP1 GDNF GJA1 HEG1 HES1 HEYL HGF HSPA2 ID4 ILK INHBA ITGA1 ITGB3 JAG1 KRT19 LAMA2 LDB3 LMOD1 LPAR1 MAF NBL1 NDNF NEFM NFIB NOTCH1 NOTCH3 NRP2 NRXN3 PBX1 PDGFRB PLXNA2 PLXND1 POSTN PRKG1 PTN RARB RELN S100A10 SDC1 SDC2 SEMA3B SEMA3C SERPINE2 SLC9A3R1 SMYD3 SOX11 SOX4 SPP1 SULF1 SULF2 TBX3 TENM2 TENM3 TGFB2 TRPC6 TRPV2 TSPAN2 UNC5B VASP VCL VEGFA VLDLR	4.18161717759304e-07	0.0509989484752892
muscle tissue development	GO:0060537	ANKRD1 CFL2 COL11A1 DCN DDX39B DNER DSG2 DSP EYA2 FHOD3 FZD7 GJA1 HEG1 HEYL JPH2 KCNK2 MYLK MYOCD NOTCH1 NR2F2 PDGFRB PITX1 PPP1R13L RARB RBP4 RBPJ SEMA3C SIK1 SOX11 TBX2 TBX3 TGFB2 VEGFA	4.18161717759304e-07	0.092436974789916
cardiac septum morphogenesis	GO:0060411	DHRS3 FGFRL1 HES1 HEYL JAG1 NOTCH1 NRP2 RARB SEMA3C SOX11 SOX4 TBX2 TBX3 TGFB2	4.60778990180319e-07	0.21875
cell proliferation	GO:0008283	ARNT2 ATF5 BRIP1 BST2 CD24 CD4 CD9 CDH3 CLU CNN1 COL18A1 COL8A2 CRLF1 CSNK2B CSPG4 CTPS1 CXCL12 DDIT4 DDX39B DPP4 EDNRA ELN F2R FBLN1 FGF1 FGF7 FGFRL1 FLT1 FZD7 GAS6 GDNF GJA1 HES1 HGF HMOX1 HSPA1A ID4 IFITM1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGB3 JAG1 JUP KCNK2 LRRC32 MAB21L2 MEIS2 MMP2 MYOCD NES NFIB NOTCH1 NOTCH3 NR2F2 NRP2 P3H2 PBX1 PDGFC PDGFRB PENK PHLDA2 PID1 PLCD1 PRG4 PTN RAC2 RARB RBP4 RBPJ RPS6KA2 SERPINE2 SLC9A3R1 SOX11 SOX4 SPHK1 SSTR1 STAT1 SULF1 SULF2 TBX2 TBX3 TCF7 TGFB2 TP53I11 VCAM1 VEGFA WFDC1 WNT16	4.60778990180319e-07	0.0468106995884774
regulation of signaling	GO:0023051	A2M ACKR3 ADAMTS12 ADM2 AGPAT1 AKAP12 ANKRD1 ARHGDIB AUTS2 BICC1 BMP8B BRIP1 BST2 C1QTNF1 CACNA1A CBLB CCKAR CD24 CD36 CD4 CDH3 CHI3L1 CLSTN2 CLU CMKLR1 CORIN CRABP2 CRLF1 CSNK2B CSPG4 CTSC CXCL12 DAPK1 DCN DDIT4 DHRS3 DMD DPP4 EPHA4 EPHA5 EYA2 F2R FAM20C FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GDNF GJA1 GREM2 HES1 HEYL HGF HIC1 HMOX1 HOMER2 HSPA1A HSPB1 IER3 IFI6 IGF2 IGFBP3 IL16 ILK INHBA ITGA1 ITGA5 ITGA6 ITGB3 ITPR3 JAG1 JPH2 JUP LAMA2 LASP1 LGMN LOXL3 LPAR1 LRRC15 MYOCD NBL1 NFATC1 NLRC5 NOTCH1 OXTR PALM PDE10A PDGFC PDGFRB PEAR1 PEG10 PENK PHLDA2 PID1 PLEKHG2 PODNL1 POSTN PPP1R13L PSME2 PTGIS PTN RAC2 RASGRP1 RBP4 RBPJ RELN RGS4 RGS5 SCUBE3 SEPT5 SERPINE2 SESN3 SHANK2 SLC25A4 SLC9A3R1 SOX11 SOX4 SPHK1 SPP1 SPRY4 STAT1 SULF1 SULF2 SYT7 TCF7L1 TGFB2 TRH TRIB3 UACA UNC5B VEGFA WNT16 ZNF423	5.54221488424971e-07	0.041654089948687
positive regulation of cell migration	GO:0030335	ACKR3 CAMK1D CEMIP CMKLR1 COL18A1 CXCL12 ENPP2 F2R FGF1 FGF7 FLT1 GAS6 HGF HSPB1 ILK ITGA5 ITGA6 ITGB3 LPAR1 LRRC15 MCAM MYLK NOTCH1 NRP2 PDGFC PDGFRB POSTN RAC2 RELN SEMA3C SPHK1 TGFB2 TNFAIP6 VEGFA	7.59835413277174e-07	0.0831295843520782
muscle organ development	GO:0007517	ANKRD1 CFL2 COL11A1 DCN DDX39B DMD DNER DSP ETV1 FGFRL1 FHL1 FZD7 GJA1 HEG1 HEYL ITGA11 ITGA7 JPH2 KCNK2 LAMA2 MKX MYLK MYOCD NOTCH1 NR2F2 PITX1 RBP4 RBPJ SOX11 TAGLN TBX2 TGFB2	9.00148274206251e-07	0.0898876404494382
skeletal system development	GO:0001501	ACAN ADAMTS12 ALPL BMP8B CHI3L1 CMKLR1 COL11A1 COL12A1 COMP DHRS3 FAM20C FGFRL1 HAPLN1 HAPLN3 IGF2 ITGB8 LRRC17 LUM MAF MMP2 NFIB PAPPA2 PAPSS2 PBX1 PDGFC PITX1 POSTN PRELP RARB RBP4 SOX11 SOX4 SULF1 SULF2 TBX3 TGFB2 TRPS1	1.13788440540368e-06	0.0769230769230769
cardiac ventricle development	GO:0003231	COL11A1 CPE DSP FGFRL1 HEG1 HES1 HEYL JAG1 KCNK2 MYOCD NOTCH1 PPP1R13L RBPJ SEMA3C SOX11 SOX4 TBX3 TGFB2	1.15895334684596e-06	0.155172413793103
cardiac muscle tissue development	GO:0048738	ANKRD1 COL11A1 DDX39B DSG2 DSP FHOD3 FZD7 GJA1 HEG1 JPH2 KCNK2 MYOCD NOTCH1 PDGFRB PPP1R13L RARB RBP4 RBPJ SIK1 TBX2 TBX3 TGFB2 VEGFA	1.19695380662022e-06	0.121052631578947
response to growth factor	GO:0070848	ADAMTS12 ANKRD1 BMP8B CLEC3B COL4A2 DCN DDIT4 FAM20C FGF1 FGF7 FGFRL1 FLRT2 FLT1 FZD4 GAS6 GREM2 HES1 HEYL HGF HSPA1A HSPB1 ILK ITGA5 ITGB3 LTBP2 LUM MEIS2 MXRA5 MYOCD NBL1 NOTCH1 NRP2 PDGFRB PEG10 PENK POSTN PTN RBPJ SOX11 SULF1 SULF2 TGFB2 VCAM1 VEGFA ZNF423	1.43968543448322e-06	0.0693374422187981
positive regulation of cell motility	GO:2000147	ACKR3 CAMK1D CEMIP CMKLR1 COL18A1 CXCL12 ENPP2 F2R FGF1 FGF7 FLT1 GAS6 HGF HSPB1 ILK ITGA5 ITGA6 ITGB3 LPAR1 LRRC15 MCAM MYLK NOTCH1 NRP2 PDGFC PDGFRB POSTN RAC2 RELN SEMA3C SPHK1 TGFB2 TNFAIP6 VEGFA	1.55377471879242e-06	0.07981220657277
homotypic cell-cell adhesion	GO:0034109	C1QTNF1 CD9 CSRP1 DSG2 DSP GAS6 HSPB1 ILK ITGB3 JUP MYL9 PRKG1 SERPINE2 VCL	2.03840056453341e-06	0.189189189189189
positive regulation of locomotion	GO:0040017	ACKR3 CAMK1D CEMIP CMKLR1 COL18A1 CXCL12 ENPP2 F2R FGF1 FGF7 FLT1 GAS6 HGF HSPB1 IL16 ILK ITGA5 ITGA6 ITGB3 LPAR1 LRRC15 MCAM MYLK NOTCH1 NRP2 PDGFC PDGFRB POSTN RAC2 RELN SEMA3C SPHK1 TGFB2 TNFAIP6 VEGFA	2.48695729445647e-06	0.0767543859649123
neurogenesis	GO:0022008	ANKRD1 ATF5 AUTS2 B2M CAMK1D CCKAR CD9 CELSR1 CLU CRABP2 CSPG4 CXCL12 DDIT4 DHFR DNER DOCK10 DPYSL3 EFHD1 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 FZD4 FZD7 GAS6 GDNF GJA1 HES1 HEYL HGF ID4 ILK INHBA ITGA1 JAG1 LAMA2 LPAR1 NBL1 NDNF NEFM NFIB NHSL1 NOTCH1 NOTCH3 NR2F2 NRP2 NRXN3 PBX1 PENK PLXNA2 PLXND1 POSTN PRKG1 PTN RARB RBPJ RELN SDC2 SEMA3B SEMA3C SERPINE2 SLC9A3R1 SOX11 SOX4 SPP1 TENM2 TENM3 TGFB2 TRPC4 TRPC6 TRPV2 TSPAN2 UNC5B VASP VCL VEGFA VLDLR WNT16	2.60316329515371e-06	0.0544077134986226
regulation of signal transduction	GO:0009966	A2M ACKR3 ADAMTS12 ADM2 AGPAT1 AKAP12 ANKRD1 ARHGDIB AUTS2 BICC1 BMP8B BRIP1 BST2 C1QTNF1 CBLB CD24 CD36 CD4 CDH3 CHI3L1 CLU CMKLR1 CRABP2 CRLF1 CSNK2B CSPG4 CTSC CXCL12 DAPK1 DCN DDIT4 DHRS3 DMD EPHA4 EYA2 F2R FAM20C FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GDNF GJA1 GREM2 HES1 HEYL HGF HIC1 HMOX1 HOMER2 HSPA1A HSPB1 IER3 IFI6 IGF2 IGFBP3 IL16 ILK INHBA ITGA1 ITGA5 ITGA6 ITGB3 JAG1 JPH2 JUP LASP1 LGMN LOXL3 LPAR1 LRRC15 MYOCD NBL1 NFATC1 NLRC5 NOTCH1 PALM PDE10A PDGFC PDGFRB PEAR1 PEG10 PENK PHLDA2 PID1 PLEKHG2 PODNL1 POSTN PPP1R13L PSME2 PTGIS PTN RAC2 RASGRP1 RBPJ RELN RGS4 RGS5 SCUBE3 SERPINE2 SESN3 SLC9A3R1 SOX11 SOX4 SPHK1 SPP1 SPRY4 STAT1 SULF1 SULF2 TCF7L1 TGFB2 TRH TRIB3 UACA UNC5B VEGFA WNT16 ZNF423	2.63500760719968e-06	0.0415967796041597
chemotaxis	GO:0006935	ACKR3 CAMK1D CMKLR1 CXCL12 ENPP2 EPHA4 EPHA5 ETV1 FGF1 FGF7 FLRT2 FLT1 GAS6 GDNF HGF HSPB1 IL16 ITGA1 ITGB3 LAMA2 LPAR1 LSP1 NBL1 NFIB NOTCH1 NRP2 NRXN3 PDGFRB PLXNA2 RAC2 RELN SEMA3B SEMA3C TGFB2 UNC5B VASP VCAM1 VEGFA VLDLR	2.63500760719968e-06	0.0686619718309859
positive regulation of cellular component movement	GO:0051272	ACKR3 CAMK1D CEMIP CMKLR1 COL18A1 CXCL12 ENPP2 F2R FGF1 FGF7 FLT1 GAS6 HGF HSPB1 ILK ITGA5 ITGA6 ITGB3 LPAR1 LRRC15 MCAM MYLK NOTCH1 NRP2 PDGFC PDGFRB POSTN RAC2 RELN SEMA3C SPHK1 TGFB2 TNFAIP6 VEGFA	2.9762123390357e-06	0.0778032036613272
cardiac septum development	GO:0003279	DHRS3 FGFRL1 HEG1 HES1 HEYL JAG1 NOTCH1 NRP2 PLXND1 RARB SEMA3C SOX11 SOX4 TBX2 TBX3 TGFB2	4.02385923210283e-06	0.168421052631579
cell-cell adhesion	GO:0098609	AMIGO2 ASS1 C1QTNF1 CADM1 CD24 CD4 CD9 CDH3 CDH6 CELSR1 CLSTN2 COL8A2 CSRP1 CXCL12 DPP4 DSG2 DSP FBLIM1 FGFRL1 GAS6 GCNT1 HES1 HSPB1 IGF2 ILK ITGA5 ITGA6 ITGA7 ITGB3 JUP KIF26B KRT18 LOXL3 LRRC32 MYL9 NRXN3 PCDH1 PCDH10 PCDH7 PCDHGB7 PRKG1 RAC2 RASGRP1 SERPINE2 TENM2 TENM3 TGFB2 VCAM1 VCL	5.35170670259409e-06	0.0621039290240811
embryo development	GO:0009790	AATF ALDH1A3 ARNT2 CELSR1 COL11A1 COL12A1 COL4A2 CRABP2 EDNRA EYA2 FLT1 FOXE1 FZD7 GDNF GREM2 HEG1 HES1 IGF2 INHBA ITGA5 ITGA7 ITGB3 KRT19 LAMA2 LOXL3 LRIG3 MAB21L2 MFAP2 MMP2 NES NOTCH1 NR2F2 PBX1 PDGFC PHLDA2 PITX1 PLCD1 PLXNA2 PPP1R13L RARB RBP4 RBPJ SEMA3C SLC9A3R1 SOX11 SOX4 SULF1 SULF2 TBX2 TBX3 TCF7 TGFB2 VASP VEGFA VPS52 WNT16	5.72221537269357e-06	0.0592592592592593
cellular response to stimulus	GO:0051716	A2M AATF ACKR3 ADAMTS12 ADM2 AGPAT1 AKAP12 ALPL ANKRD1 ARHGDIB ARNT2 ASS1 AUTS2 B2M BICC1 BMP8B BRIP1 BST2 C1QTNF1 CACNA1A CAMK1D CBLB CCKAR CD24 CD36 CD4 CD9 CDA CDH3 CDH6 CELSR1 CHI3L1 CHRM2 CLEC3B CLIC3 CLU CMKLR1 COL4A1 COL4A2 COLEC12 CPE CRABP2 CRLF1 CSNK2B CSPG4 CTSC CXCL12 CYGB DAPK1 DCN DDIT4 DDX39B DHFR DHRS3 DIRAS1 DMD DNER DOCK10 DPYSL3 EDNRA ENPP2 EPHA4 EPHA5 EYA2 F2R FAM129A FAM20C FBLN1 FGF1 FGF7 FGFRL1 FLRT2 FLT1 FMO3 FZD4 FZD7 GAS6 GBP1 GBP2 GDNF GJA1 GPC6 GREM2 HES1 HEYL HGF HIC1 HLA-A HLA-B HLA-C HMOX1 HOMER2 HSPA1A HSPB1 HSPB8 IER3 IFI6 IFITM1 IGF2 IGFBP3 IL16 ILK INHBA ITGA1 ITGA11 ITGA5 ITGA6 ITGA7 ITGB3 ITGB8 ITPR3 JAG1 JPH2 JUP KCNK2 KCNMB1 KRT18 KRT19 LASP1 LGALS3BP LGMN LOXL3 LPAR1 LRRC15 LSP1 LTBP2 MCTP2 MDC1 MICB MME MMP2 MMP3 MX2 MYLK MYOCD NBL1 NDNF NEDD9 NFATC1 NLRC5 NOTCH1 NOTCH3 NR2F2 NRP2 OAS2 OAS3 OXTR PALM PDE10A PDGFC PDGFRB PEAR1 PEG10 PENK PHLDA2 PID1 PIEZO2 PLCD1 PLEKHG2 PLXNA2 PLXND1 PODNL1 POSTN PPP1R13L PPP1R14A PRKG1 PSME2 PTGIS PTN RAC2 RARB RASGRP1 RASSF3 RBPJ RELN RGS4 RGS5 RPS6KA2 SCUBE3 SDC1 SDC2 SEMA3C SERPINB2 SERPINE2 SESN3 SIK1 SLC25A23 SLC9A3R1 SMOC1 SMYD3 SORCS2 SOX11 SOX4 SPHK1 SPP1 SPRY4 SSTR1 STAT1 STK32B STK38L SULF1 SULF2 TBX2 TBX3 TCF7 TCF7L1 TENM2 TENM3 TFPI TFPI2 TGFB2 THBD TNFAIP6 TRH TRIB3 TRPC6 TSPAN18 TSPAN2 UACA UNC5B VCAM1 VEGFA VLDLR WISP1 WISP2 WNK4 WNT16 ZNF423	5.99160483164801e-06	0.0322946175637394
positive regulation of cell proliferation	GO:0008284	ARNT2 CD24 CD4 CDH3 COL18A1 CRLF1 CXCL12 DDX39B DPP4 F2R FGF1 FGF7 FLT1 FZD7 GAS6 GDNF HES1 HGF HMOX1 ID4 IGF2 ILK ITGB3 MAB21L2 MEIS2 MMP2 MYOCD NES NOTCH1 NOTCH3 NRP2 PBX1 PDGFC PDGFRB PID1 PTN RAC2 RARB RBPJ SOX11 SOX4 SPHK1 STAT1 TBX2 TBX3 TGFB2 VCAM1 VEGFA	6.27512940816994e-06	0.0570749108204518
